dataset,plate,well,reaction_vol_mL,PET_loading_mg,solids_loading_wtpercent,enzyme_loading_ug,mg_enzyme_per_g_PET,nM_enzyme,substrate,temperature_c,pH,A260,A280,A300,dilution,mM_product,ug_per_mL_product_avgTPAMHET,mg_TPAeq,percent_depolymerization,mM_product_per_mg_enzyme,mmol_product_per_mg_enzyme,umol_product_per_mg_enzyme,mg_TPAeq_per_mg_enzyme,nmol_product_per_nM_enzyme,source_well,sample_id
P740 Round1,plate1,1B-E9,0.5,3.5,0.7,5,1.43,345.0,cryPow,40,7.5,0.31,0.0,0.04,,0.06,10.5,0.0,0.15,11.16,0.006,6.0,0.93,0.09,H10,DP090
P740 Round1,plate1,1B-F1,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1B-F10,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1B-F11,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,1B-F2,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,1B-F4,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1B-F5,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,1B-F7,0.5,3.5,0.7,5,1.43,365.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,1B-F8,0.5,3.5,0.7,5,1.43,393.0,cryPow,40,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,2A-A1,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2A-A10,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2A-A11,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,8.5,inf,4.46,0.5,,2.91,546.62,0.24,7.98,581.15,0.29100000000000004,291.00000000000006,48.27,4.02,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2A-A12,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,8.5,1.83,0.5,0.06,,0.33,61.85,0.03,0.9,65.76,0.033,33.0,5.46,0.67,A7,DP059
P740 Round1,plate1,2A-A2,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,5.5,6.53,1.8,0.3,,1.17,220.93,0.1,3.22,234.89,0.117,117.0,19.51,1.62,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2A-A3,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,5.5,1.91,0.52,0.1,,0.34,64.8,0.03,0.95,68.89,0.034,34.0,5.72,0.69,A7,DP059
P740 Round1,plate1,2A-A4,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2A-A5,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,6.5,12.94,3.63,0.5,,2.37,445.78,0.2,6.51,473.95,0.23700000000000002,237.00000000000003,39.37,3.27,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2A-A6,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,6.5,2.31,0.63,0.1,,0.41,76.91,0.03,1.12,81.77,0.041,41.0,6.79,0.83,A7,DP059
P740 Round1,plate1,2A-A7,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2A-A8,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,7.5,13.09,3.67,0.44,,2.39,449.71,0.2,6.56,478.12,0.23900000000000002,239.00000000000003,39.72,3.3,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2A-A9,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,7.5,0.92,0.25,0.04,,0.17,31.16,0.01,0.45,33.13,0.017,17.0,2.75,0.35,A7,DP059
P740 Round1,plate1,2A-B1,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2A-B10,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2A-B11,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2A-B12,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2A-B2,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2A-B3,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2A-B4,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2A-B5,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2A-B6,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2A-B7,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2A-B8,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2A-B9,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2A-C1,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2A-C10,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2A-C11,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2A-C12,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2A-C2,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2A-C3,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2A-C4,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2A-C5,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2A-C6,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2A-C7,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2A-C8,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2A-C9,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2A-D1,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2A-D10,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2A-D11,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2A-D12,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2A-D2,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2A-D3,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2A-D4,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2A-D5,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2A-D6,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2A-D7,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2A-D8,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2A-D9,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2A-E1,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,2A-E10,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,2A-E11,0.5,3.5,0.7,5,1.43,224.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G9,DP081
P740 Round1,plate1,2A-E12,0.5,3.5,0.7,5,1.43,345.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,DP090
P740 Round1,plate1,2A-E2,0.5,3.5,0.7,5,1.43,224.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G9,DP081
P740 Round1,plate1,2A-E3,0.5,3.5,0.7,5,1.43,345.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,DP090
P740 Round1,plate1,2A-E4,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,2A-E5,0.5,3.5,0.7,5,1.43,224.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G9,DP081
P740 Round1,plate1,2A-E6,0.5,3.5,0.7,5,1.43,345.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,DP090
P740 Round1,plate1,2A-E7,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,2A-E8,0.5,3.5,0.7,5,1.43,224.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G9,DP081
P740 Round1,plate1,2A-E9,0.5,3.5,0.7,5,1.43,345.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H10,DP090
P740 Round1,plate1,2A-F1,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,2A-F10,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,2A-F11,0.5,3.5,0.7,5,1.43,393.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,2A-F2,0.5,3.5,0.7,5,1.43,393.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,2A-F4,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,2A-F5,0.5,3.5,0.7,5,1.43,393.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,2A-F7,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H3,DP034
P740 Round1,plate1,2A-F8,0.5,3.5,0.7,5,1.43,393.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B12,RFP
P740 Round1,plate1,2B-A1,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2B-A10,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2B-A11,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,8.5,inf,4.42,0.5,,2.88,541.96,0.24,7.91,576.2,0.288,288.0,47.86,3.98,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2B-A12,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,8.5,1.96,0.54,0.06,,0.35,66.32,0.03,0.97,70.51,0.034999999999999996,34.99999999999999,5.86,0.71,A7,DP059
P740 Round1,plate1,2B-A2,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,5.5,7.18,1.94,0.33,,1.27,238.1,0.11,3.48,253.15,0.127,127.0,21.03,1.75,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2B-A3,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,5.5,1.75,0.46,0.08,,0.31,59.14,0.03,0.86,62.88,0.031,31.0,5.22,0.63,A7,DP059
P740 Round1,plate1,2B-A4,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2B-A5,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,6.5,13.5,3.74,0.52,,2.44,459.03,0.2,6.7,488.03,0.244,244.0,40.54,3.37,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2B-A6,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,6.5,3.0,0.81,0.12,,0.53,99.12,0.04,1.45,105.38,0.053000000000000005,53.00000000000001,8.75,1.08,A7,DP059
P740 Round1,plate1,2B-A7,0.5,3.5,0.7,5,1.43,0.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blank,blank
P740 Round1,plate1,2B-A8,0.5,3.5,0.7,5,1.43,362.0,cryPow,60,7.5,inf,4.4,0.52,,2.87,540.24,0.24,7.89,574.37,0.28700000000000003,287.00000000000006,47.71,3.96,LCC-ICCG,LCC-ICCG
P740 Round1,plate1,2B-A9,0.5,3.5,0.7,5,1.43,246.0,cryPow,60,7.5,1.24,0.33,0.06,,0.22,42.14,0.02,0.62,44.8,0.022,22.0,3.72,0.45,A7,DP059
P740 Round1,plate1,2B-B1,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2B-B10,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2B-B11,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2B-B12,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2B-B2,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2B-B3,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2B-B4,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2B-B5,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2B-B6,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2B-B7,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B11,DP092
P740 Round1,plate1,2B-B8,0.5,3.5,0.7,5,1.43,358.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C6,DP053
P740 Round1,plate1,2B-B9,0.5,3.5,0.7,5,1.43,233.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C7,DP061
P740 Round1,plate1,2B-C1,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2B-C10,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2B-C11,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2B-C12,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2B-C2,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2B-C3,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2B-C4,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2B-C5,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2B-C6,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2B-C7,0.5,3.5,0.7,5,1.43,364.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C11,DP093
P740 Round1,plate1,2B-C8,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D2,DP022
P740 Round1,plate1,2B-C9,0.5,3.5,0.7,5,1.43,353.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D12,DP003
P740 Round1,plate1,2B-D1,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2B-D10,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2B-D11,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2B-D12,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2B-D2,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2B-D3,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2B-D4,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2B-D5,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2B-D6,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,6.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2B-D7,0.5,3.5,0.7,5,1.43,244.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E5,DP047
P740 Round1,plate1,2B-D8,0.5,3.5,0.7,5,1.43,357.0,cryPow,60,7.5,0.0,0.0,0.04,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E9,DP079
P740 Round1,plate1,2B-D9,0.5,3.5,0.7,5,1.43,366.0,cryPow,60,7.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E10,DP087
P740 Round1,plate1,2B-E1,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,5.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,2B-E10,0.5,3.5,0.7,5,1.43,365.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F9,DP080
P740 Round1,plate1,2B-E11,0.5,3.5,0.7,5,1.43,224.0,cryPow,60,8.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G9,DP081
